log_time_ns,_full_text,_type,header._full_text,header._type,header.frame_id,header.stamp._full_text,header.stamp._type,header.stamp.nanosec,header.stamp.sec,pose._full_text,pose._type,pose.orientation._full_text,pose.orientation._type,pose.orientation.w,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.position._full_text,pose.position._type,pose.position.x,pose.position.y,pose.position.z
1714743107813599985,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,810894727,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945619702339172,0.018770914524793625,-0.047228604555130005,0.09090406447649002,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044959843158722,-1.1238821744918823,0.05000586807727814
1714743107819524042,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,815061330,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.994554877281189,0.018780997022986412,-0.04725528880953789,0.0909658893942833,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.140451580286026,-1.1238828897476196,0.05000863969326019
1714743107822085374,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,819227933,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945504069328308,0.018892697989940643,-0.04735109955072403,0.09094227850437164,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044658839702606,-1.123874306678772,0.05000876635313034
1714743107826267899,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,823394536,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945546388626099,0.018844792619347572,-0.04748397693037987,0.09083693474531174,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044804871082306,-1.1238868236541748,0.0500246100127697
1714743107832709617,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,827561378,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945560693740845,0.018810754641890526,-0.047331612557172775,0.09090805798768997,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044441282749176,-1.123887062072754,0.05000956729054451
1714743107834651504,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,831727981,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945666790008545,0.01869845762848854,-0.04736311733722687,0.09079772233963013,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14046204090118408,-1.1238974332809448,0.05001816153526306
1714743107839574656,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,835894584,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.994560182094574,0.018680749461054802,-0.04741901159286499,0.09084384888410568,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.1404484510421753,-1.1238831281661987,0.05001235753297806
1714743107843103289,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,840061187,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945479035377502,0.018909581005573273,-0.047505635768175125,0.0908857136964798,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045144617557526,-1.1238815784454346,0.05002136901021004
1714743107847153491,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,844228029,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945527911186218,0.018708767369389534,-0.047609180212020874,0.09081891179084778,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.1404486894607544,-1.1238874197006226,0.050033923238515854
1714743107851204113,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,848394632,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945622086524963,0.018636558204889297,-0.04728592932224274,0.09089980274438858,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.1404431015253067,-1.1238820552825928,0.05001397803425789
1714743107855539480,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,852561235,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.994563639163971,0.018676912412047386,-0.047322433441877365,0.09085670113563538,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044758677482605,-1.1238882541656494,0.0500141903758049
1714743107863570531,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,856727838,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945534467697144,0.01883498765528202,-0.0472610779106617,0.09096825122833252,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045055210590363,-1.1238834857940674,0.05000732094049454
1714743107864856381,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,860894680,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945523142814636,0.018737975507974625,-0.04752294719219208,0.09086376428604126,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.1404464989900589,-1.1238874197006226,0.050022467970848083
1714743107868896844,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,865061283,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945669174194336,0.01856113411486149,-0.04742162674665451,0.09079332649707794,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045555889606476,-1.1238912343978882,0.050022050738334656
1714743107872767342,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,869227886,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945605397224426,0.01864902675151825,-0.04720286279916763,0.09095925092697144,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045703411102295,-1.1238806247711182,0.05000319704413414
1714743107876329640,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,873394727,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945549964904785,0.018872249871492386,-0.047323230654001236,0.0909104123711586,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044837653636932,-1.1238861083984375,0.050009213387966156
1714743107880741072,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,877561330,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.994548499584198,0.019018080085515976,-0.047414783388376236,0.09090333431959152,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044898748397827,-1.123887062072754,0.05001334473490715
1714743107884728244,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,881727933,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945641756057739,0.018764810636639595,-0.0475231409072876,0.09072808176279068,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045879244804382,-1.1238890886306763,0.050028178840875626
1714743107888553304,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,885894536,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.994564414024353,0.018652593716979027,-0.04756860062479973,0.09072444587945938,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045238494873047,-1.1239029169082642,0.05002525448799133
1714743107894859744,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,890061378,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945523142814636,0.018792254850268364,-0.04747076705098152,0.09088003635406494,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045175909996033,-1.1238865852355957,0.05003046989440918
1714743107897348427,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,894227981,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945658445358276,0.018538903445005417,-0.0475362166762352,0.09074937552213669,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045824110507965,-1.1238948106765747,0.0500318817794323
1714743107902023484,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,898394584,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945541620254517,0.018786588683724403,-0.047547753900289536,0.09082077443599701,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045029878616333,-1.1238832473754883,0.05002127215266228
1714743107905738956,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,902561187,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.994559109210968,0.018843937665224075,-0.0475601889193058,0.0907474234700203,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045454561710358,-1.1238950490951538,0.050032783299684525
1714743107909461049,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,906728029,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945539236068726,0.018684227019548416,-0.047485992312431335,0.09087589383125305,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14045080542564392,-1.123883605003357,0.05003156512975693
1714743107915231764,"# geometry_msgs/PoseStamped
std_msgs/Header header
geometry_msgs/Pose pose",geometry_msgs/PoseStamped,"# std_msgs/Header
builtin_interfaces/Time stamp
string frame_id",std_msgs/Header,,"# builtin_interfaces/Time
int32 sec
uint32 nanosec",builtin_interfaces/Time,910894632,1714743107,"# geometry_msgs/Pose
geometry_msgs/Point position
geometry_msgs/Quaternion orientation",geometry_msgs/Pose,"# geometry_msgs/Quaternion
float64 x 0.0
float64 y 0.0
float64 z 0.0
float64 w 1.0",geometry_msgs/Quaternion,-0.9945558309555054,0.01860773004591465,-0.047428712248802185,0.09090183675289154,"# geometry_msgs/Point
float64 x
float64 y
float64 z",geometry_msgs/Point,-0.14044669270515442,-1.1238864660263062,0.05002603307366371
